TIPO_JORNADA,n,tasa_real,tasa_pred,pct_fp,pct_fn,accuracy
Parcial,32746,33.27123923532645,58.09259146155256,30.345691076772734,5.5243388505466315,64.12997007268063
Completa,211172,2.806243251946281,0.5502623453866989,0.33385107874149983,2.5898319853010814,97.07631693595742
